Unique ID,Human Label,Confused,Concentrating,Bored,Frustrated
1172,Concentrating,0.024,0.925,0.069,0.014
1173,Concentrating,0.005,0.993,0.005,0.002
1174,Concentrating,0.022,0.955,0.027,0.026
1175,Concentrating,0.005,0.988,0.01,0.003
1176,Concentrating,0.047,0.79,0.212,0.025
1177,Concentrating,0.068,0.808,0.173,0.039
1178,Concentrating,0.007,0.988,0.009,0.004
1179,Concentrating,0.052,0.791,0.196,0.043
1180,Frustrated,0.148,0.784,0.132,0.096
1181,Concentrating,0.073,0.916,0.038,0.049
1182,Concentrating,0.007,0.984,0.014,0.004
1183,Bored,0.232,0.4,0.472,0.218
1184,Concentrating,0.068,0.916,0.026,0.07
1185,Frustrated,0.12,0.909,0.023,0.055
1186,Concentrating,0.161,0.582,0.346,0.125
1187,Concentrating,0.058,0.942,0.016,0.046
1188,Concentrating,0.046,0.958,0.017,0.021
1189,Frustrated,0.034,0.778,0.227,0.03
1190,Concentrating,0.046,0.768,0.23,0.038
1191,Concentrating,0.021,0.926,0.069,0.014
1192,Concentrating,0.1,0.899,0.027,0.08
1193,Concentrating,0.005,0.993,0.004,0.002
1194,Concentrating,0.23,0.71,0.166,0.125
1195,Concentrating,0.015,0.918,0.081,0.013
1196,Concentrating,0.223,0.703,0.164,0.146
1197,Concentrating,0.106,0.824,0.127,0.055
1198,Concentrating,0.005,0.993,0.004,0.004
1199,Bored,0.048,0.586,0.448,0.028
1200,Concentrating,0.076,0.922,0.023,0.059
1201,Concentrating,0.056,0.945,0.019,0.035
1202,Bored,0.139,0.458,0.471,0.171
1203,Bored,0.097,0.424,0.545,0.146
1204,Bored,0.053,0.35,0.701,0.063
1205,Bored,0.159,0.329,0.601,0.192
1206,Concentrating,0.104,0.519,0.449,0.114
1207,Concentrating,0.062,0.821,0.143,0.065
1208,Concentrating,0.03,0.904,0.077,0.038
1209,Concentrating,0.017,0.957,0.029,0.024
1210,Concentrating,0.017,0.965,0.025,0.016
1211,Concentrating,0.1,0.833,0.108,0.075
1212,Concentrating,0.399,0.179,0.505,0.469
1213,Bored,0.234,0.442,0.446,0.179
1214,Concentrating,0.063,0.931,0.029,0.042
1215,Concentrating,0.006,0.973,0.028,0.003
1216,Bored,0.07,0.355,0.695,0.051
1217,Concentrating,0.191,0.779,0.131,0.078
1218,Concentrating,0.065,0.933,0.028,0.037
1219,Concentrating,0.004,0.984,0.016,0.002
1220,Concentrating,0.019,0.976,0.012,0.013
1221,Concentrating,0.25,0.458,0.392,0.223
1222,Concentrating,0.002,0.995,0.004,0.002
1223,Frustrated,0.348,0.617,0.139,0.265
1224,Concentrating,0.007,0.975,0.024,0.005
1225,Concentrating,0.064,0.901,0.074,0.024
1226,Concentrating,0.005,0.991,0.006,0.004
1227,Concentrating,0.005,0.99,0.007,0.003
1228,Concentrating,0.001,0.999,0.001,0.0
1229,Concentrating,0.006,0.99,0.007,0.004
1230,Concentrating,0.172,0.73,0.15,0.153
1231,Concentrating,0.011,0.966,0.032,0.006
1232,Bored,0.168,0.734,0.202,0.064
1233,Concentrating,0.017,0.844,0.169,0.011
1234,Concentrating,0.04,0.727,0.29,0.023
1235,Concentrating,0.353,0.634,0.083,0.321
1236,Concentrating,0.112,0.835,0.103,0.07
1237,Concentrating,0.003,0.995,0.003,0.001
1238,Concentrating,0.058,0.605,0.415,0.039
1239,Frustrated,0.55,0.128,0.305,0.787
1240,Concentrating,0.022,0.894,0.108,0.013
1241,Concentrating,0.063,0.9,0.059,0.052
1242,Concentrating,0.06,0.884,0.086,0.04
1243,Concentrating,0.04,0.966,0.01,0.023
1244,Concentrating,0.006,0.996,0.001,0.003
1245,Concentrating,0.013,0.988,0.004,0.008
1246,Concentrating,0.011,0.982,0.012,0.007
1247,Concentrating,0.006,0.978,0.021,0.003
1248,Bored,0.039,0.53,0.518,0.027
1249,Concentrating,0.05,0.942,0.027,0.033
1250,Concentrating,0.357,0.383,0.157,0.673
1251,Concentrating,0.067,0.92,0.034,0.053
1252,Concentrating,0.06,0.856,0.126,0.028
1253,Concentrating,0.001,0.997,0.002,0.001
1254,Concentrating,0.034,0.884,0.103,0.031
1255,Concentrating,0.327,0.665,0.132,0.201
1256,Concentrating,0.053,0.492,0.553,0.033
1257,Frustrated,0.223,0.147,0.803,0.168
1258,Confused,0.102,0.89,0.041,0.073
1259,Concentrating,0.169,0.831,0.052,0.121
1260,Concentrating,0.316,0.703,0.102,0.184
1261,Concentrating,0.16,0.839,0.042,0.129
1262,Bored,0.448,0.572,0.147,0.272
1263,Concentrating,0.419,0.499,0.187,0.363
1264,Bored,0.207,0.64,0.254,0.132
1265,Concentrating,0.02,0.831,0.181,0.016
1266,Frustrated,0.237,0.466,0.419,0.174
1267,Concentrating,0.01,0.967,0.029,0.009
1268,Concentrating,0.009,0.968,0.031,0.004
1269,Concentrating,0.003,0.994,0.004,0.002
1270,Concentrating,0.009,0.974,0.023,0.005
1271,Concentrating,0.024,0.913,0.082,0.016
1272,Concentrating,0.282,0.635,0.197,0.183
1273,Concentrating,0.019,0.933,0.064,0.011
1274,Concentrating,0.007,0.991,0.005,0.004
1275,Concentrating,0.042,0.956,0.015,0.031
1276,Concentrating,0.013,0.972,0.021,0.01
1277,Bored,0.284,0.527,0.305,0.211
1278,Concentrating,0.005,0.995,0.002,0.003
1279,Bored,0.173,0.096,0.918,0.112
1280,Concentrating,0.035,0.532,0.523,0.019
1281,Concentrating,0.011,0.99,0.004,0.005
1282,Concentrating,0.005,0.991,0.006,0.004
1283,Concentrating,0.004,0.995,0.003,0.002
1284,Concentrating,0.027,0.813,0.194,0.022
1285,Bored,0.242,0.417,0.462,0.194
1286,Concentrating,0.008,0.966,0.032,0.006
1287,Concentrating,0.027,0.898,0.098,0.017
1288,Concentrating,0.021,0.949,0.043,0.014
1289,Concentrating,0.007,0.991,0.005,0.004
1290,Concentrating,0.155,0.807,0.114,0.077
1291,Concentrating,0.003,0.986,0.014,0.002
1292,Concentrating,0.242,0.287,0.65,0.137
1293,Concentrating,0.12,0.876,0.047,0.078
1294,Concentrating,0.014,0.984,0.009,0.006
1295,Concentrating,0.002,0.996,0.004,0.001
1296,Concentrating,0.002,0.996,0.004,0.001
1297,Concentrating,0.229,0.552,0.361,0.111
1298,Concentrating,0.387,0.575,0.197,0.226
1299,Concentrating,0.325,0.658,0.165,0.162
1300,Concentrating,0.072,0.918,0.041,0.04
1301,Concentrating,0.405,0.501,0.312,0.168
1302,Concentrating,0.008,0.936,0.069,0.004
1303,Concentrating,0.007,0.993,0.003,0.003
1304,Concentrating,0.002,0.997,0.001,0.001
1305,Concentrating,0.068,0.855,0.125,0.027
1306,Bored,0.091,0.411,0.619,0.055
1307,Concentrating,0.068,0.926,0.033,0.04
1308,Concentrating,0.125,0.745,0.2,0.076
1309,Concentrating,0.129,0.618,0.312,0.132
1310,Concentrating,0.002,0.997,0.002,0.001
1311,Concentrating,0.009,0.988,0.007,0.006
1312,Concentrating,0.149,0.819,0.109,0.065
1313,Concentrating,0.256,0.675,0.213,0.099
1314,Concentrating,0.122,0.715,0.242,0.066
1315,Concentrating,0.031,0.946,0.037,0.022
1316,Concentrating,0.022,0.981,0.006,0.012
1317,Concentrating,0.044,0.952,0.022,0.025
1318,Concentrating,0.003,0.994,0.004,0.003
1319,Concentrating,0.031,0.704,0.321,0.02
1320,Bored,0.027,0.725,0.299,0.02
1321,Concentrating,0.011,0.988,0.006,0.006
1322,Concentrating,0.01,0.969,0.028,0.007
1323,Bored,0.089,0.809,0.115,0.117
1324,Bored,0.134,0.755,0.177,0.087
1325,Bored,0.222,0.681,0.202,0.128
1326,Concentrating,0.171,0.567,0.356,0.128
1327,Concentrating,0.001,0.996,0.004,0.001
1328,Concentrating,0.005,0.994,0.003,0.004
1329,Bored,0.254,0.311,0.586,0.187
1330,Concentrating,0.208,0.472,0.457,0.121
1331,Concentrating,0.269,0.757,0.099,0.118
1332,Concentrating,0.085,0.797,0.178,0.041
1333,Concentrating,0.002,0.995,0.004,0.001
1334,Concentrating,0.03,0.936,0.05,0.02
1335,Concentrating,0.085,0.687,0.302,0.046
1336,Concentrating,0.021,0.972,0.017,0.01
1337,Concentrating,0.005,0.994,0.004,0.002
1338,Concentrating,0.003,0.997,0.001,0.001
1339,Concentrating,0.002,0.997,0.002,0.001
1340,Concentrating,0.006,0.993,0.004,0.003
1341,Concentrating,0.008,0.99,0.006,0.003
1342,Concentrating,0.001,0.998,0.001,0.001
1343,Frustrated,0.321,0.615,0.095,0.358
1344,Concentrating,0.367,0.591,0.156,0.273
1345,Concentrating,0.111,0.589,0.388,0.076
1346,Concentrating,0.015,0.955,0.04,0.01
1347,Concentrating,0.02,0.968,0.021,0.014
1348,Confused,0.535,0.402,0.244,0.377
1349,Concentrating,0.003,0.995,0.003,0.002
1350,Concentrating,0.002,0.997,0.002,0.001
1351,Concentrating,0.009,0.98,0.015,0.008
1352,Concentrating,0.034,0.954,0.027,0.021
1353,Concentrating,0.151,0.771,0.132,0.118
1354,Concentrating,0.004,0.993,0.005,0.002
1355,Concentrating,0.023,0.945,0.049,0.009
1356,Concentrating,0.014,0.948,0.048,0.013
1357,Concentrating,0.261,0.492,0.336,0.243
1358,Concentrating,0.082,0.926,0.021,0.052
1359,Concentrating,0.01,0.978,0.016,0.01
1360,Concentrating,0.003,0.997,0.002,0.002
1361,Concentrating,0.121,0.653,0.307,0.08
1362,Concentrating,0.018,0.955,0.037,0.012
1363,Concentrating,0.23,0.735,0.133,0.13
1364,Concentrating,0.04,0.918,0.065,0.023
1365,Concentrating,0.001,0.999,0.001,0.0
1366,Concentrating,0.042,0.913,0.066,0.029
1367,Concentrating,0.073,0.911,0.047,0.044
1368,Concentrating,0.097,0.89,0.047,0.067
1369,Confused,0.281,0.72,0.109,0.166
1370,Bored,0.017,0.961,0.032,0.011
1371,Concentrating,0.036,0.928,0.054,0.025
1372,Concentrating,0.056,0.895,0.074,0.041
1373,Concentrating,0.029,0.961,0.021,0.021
1374,Concentrating,0.01,0.933,0.068,0.01
1375,Confused,1.0,0.2,0.135,0.621
1376,Bored,0.467,0.424,0.329,0.244
1377,Bored,0.029,0.8,0.212,0.016
1378,Concentrating,0.034,0.957,0.02,0.026
1379,Concentrating,0.01,0.99,0.006,0.004
1380,Concentrating,0.062,0.816,0.169,0.035
1381,Concentrating,0.007,0.994,0.002,0.004
1382,Bored,0.081,0.632,0.365,0.052
1383,Frustrated,0.39,0.641,0.101,0.254
1384,Concentrating,0.037,0.897,0.09,0.025
1385,Concentrating,0.005,0.994,0.003,0.003
1386,Concentrating,0.153,0.779,0.136,0.095
1387,Concentrating,0.241,0.681,0.198,0.122
1388,Concentrating,0.133,0.743,0.212,0.054
1389,Concentrating,0.165,0.823,0.061,0.125
1390,Concentrating,0.002,0.996,0.003,0.002
1391,Bored,0.229,0.0,0.981,0.155
1392,Concentrating,0.033,0.904,0.089,0.015
1393,Concentrating,0.002,0.995,0.004,0.001
1394,Concentrating,0.008,0.952,0.051,0.004
1395,Concentrating,0.04,0.947,0.026,0.031
1396,Concentrating,0.049,0.949,0.02,0.03
1397,Concentrating,0.028,0.971,0.012,0.016
1398,Concentrating,0.011,0.988,0.005,0.007
1399,Concentrating,0.008,0.986,0.01,0.006
1400,Concentrating,0.003,0.996,0.002,0.002
1401,Concentrating,0.436,0.418,0.309,0.31
1402,Concentrating,0.076,0.222,0.852,0.046
1403,Concentrating,0.012,0.972,0.021,0.011
1404,Concentrating,0.017,0.947,0.047,0.012
1405,Concentrating,0.026,0.964,0.018,0.021
1406,Frustrated,0.202,0.802,0.076,0.116
1407,Concentrating,0.063,0.934,0.027,0.039
1408,Concentrating,0.007,0.988,0.007,0.006
1409,Concentrating,0.032,0.642,0.395,0.019
1410,Concentrating,0.091,0.855,0.098,0.056
1411,Bored,0.258,0.412,0.468,0.185
1412,Bored,0.3,0.279,0.63,0.146
1413,Concentrating,0.009,0.957,0.043,0.007
1414,Concentrating,0.129,0.63,0.34,0.064
1415,Concentrating,0.103,0.69,0.281,0.064
1416,Concentrating,0.068,0.739,0.239,0.062
1417,Concentrating,0.041,0.87,0.118,0.027
1418,Concentrating,0.025,0.867,0.133,0.02
1419,Concentrating,0.031,0.951,0.033,0.018
1420,Concentrating,0.169,0.275,0.721,0.096
1421,Concentrating,0.02,0.982,0.007,0.009
1422,Concentrating,0.004,0.99,0.008,0.004
1423,Confused,0.069,0.91,0.055,0.036
1424,Bored,0.476,0.053,0.724,0.302
1425,Concentrating,0.031,0.974,0.006,0.018
1426,Concentrating,0.106,0.624,0.362,0.056
1427,Concentrating,0.057,0.782,0.216,0.027
1428,Concentrating,0.005,0.993,0.004,0.003
1429,Concentrating,0.003,0.997,0.002,0.002
1430,Concentrating,0.053,0.941,0.026,0.034
1431,Concentrating,0.028,0.966,0.016,0.02
1432,Bored,0.138,0.211,0.793,0.121
1433,Concentrating,0.006,0.994,0.002,0.003
1434,Concentrating,0.001,0.999,0.001,0.0
1435,Concentrating,0.043,0.852,0.135,0.033
1436,Concentrating,0.05,0.678,0.334,0.036
1437,Bored,0.068,0.435,0.6,0.055
1438,Concentrating,0.004,0.992,0.007,0.002
1439,Concentrating,0.106,0.853,0.076,0.084
1440,Confused,0.307,0.198,0.556,0.414
1441,Confused,0.121,0.691,0.279,0.053
1442,Concentrating,0.006,0.981,0.018,0.004
1443,Concentrating,0.201,0.813,0.062,0.119
1444,Bored,0.088,0.773,0.206,0.039
1445,Frustrated,0.271,0.5,0.317,0.253
1446,Concentrating,0.008,0.983,0.012,0.007
1447,Concentrating,0.131,0.805,0.104,0.112
1448,Frustrated,0.51,0.406,0.298,0.298
1449,Concentrating,0.012,0.978,0.015,0.009
1450,Concentrating,0.003,0.997,0.002,0.002
1451,Concentrating,0.017,0.967,0.025,0.01
1452,Concentrating,0.12,0.784,0.162,0.066
1453,Concentrating,0.014,0.962,0.033,0.01
1454,Frustrated,0.439,0.211,0.35,0.633
1455,Concentrating,0.02,0.942,0.049,0.017
1456,Concentrating,0.009,0.993,0.002,0.004
1457,Concentrating,0.022,0.98,0.006,0.013
1458,Concentrating,0.031,0.849,0.15,0.022
1459,Concentrating,0.105,0.78,0.188,0.041
1460,Concentrating,0.003,0.995,0.003,0.001
1461,Concentrating,0.006,0.995,0.002,0.004
1462,Concentrating,0.02,0.971,0.019,0.01
1463,Bored,0.246,0.293,0.592,0.216
1464,Concentrating,0.027,0.764,0.252,0.02
1465,Concentrating,0.107,0.877,0.039,0.097
1466,Concentrating,0.01,0.98,0.014,0.009
1467,Concentrating,0.004,0.994,0.004,0.003
1468,Concentrating,0.003,0.997,0.002,0.002
1469,Concentrating,0.007,0.991,0.005,0.004
1470,Concentrating,0.003,0.997,0.002,0.001
1471,Concentrating,0.032,0.932,0.049,0.028
1472,Concentrating,0.014,0.984,0.005,0.012
1473,Concentrating,0.005,0.976,0.024,0.003
1474,Concentrating,0.002,0.996,0.002,0.001
1475,Concentrating,0.337,0.607,0.199,0.195
1476,Bored,0.253,0.527,0.356,0.151
1477,Concentrating,0.267,0.736,0.103,0.153
1478,Concentrating,0.012,0.984,0.008,0.008
1479,Concentrating,0.005,0.975,0.025,0.003
1480,Concentrating,0.01,0.952,0.048,0.006
1481,Concentrating,0.024,0.856,0.148,0.017
1482,Concentrating,0.079,0.849,0.125,0.03
1483,Concentrating,0.013,0.986,0.007,0.006
1484,Concentrating,0.037,0.964,0.011,0.024
1485,Concentrating,0.026,0.929,0.062,0.017
1486,Concentrating,0.011,0.988,0.003,0.011
1487,Confused,0.633,0.443,0.216,0.279
1488,Concentrating,0.041,0.937,0.037,0.032
1489,Concentrating,0.006,0.983,0.014,0.004
1490,Confused,0.075,0.846,0.113,0.06
1491,Concentrating,0.008,0.985,0.01,0.006
1492,Concentrating,0.048,0.679,0.336,0.032
1493,Concentrating,0.249,0.37,0.527,0.174
1494,Bored,0.077,0.869,0.093,0.045
1495,Bored,0.218,0.196,0.737,0.183
1496,Bored,0.346,0.084,0.774,0.251
1497,Bored,0.4,0.113,0.725,0.239
1498,Bored,0.203,0.123,0.843,0.162
1499,Bored,0.24,0.07,0.872,0.191
1500,Bored,0.385,0.149,0.683,0.249
1501,Bored,0.283,0.298,0.594,0.179
1502,Concentrating,0.01,0.976,0.019,0.009
1503,Concentrating,0.027,0.822,0.181,0.026
1504,Frustrated,0.106,0.782,0.147,0.103
1505,Concentrating,0.003,0.997,0.002,0.001
1506,Concentrating,0.021,0.868,0.138,0.013
1507,Concentrating,0.092,0.911,0.019,0.075
1508,Concentrating,0.038,0.836,0.16,0.027
1509,Concentrating,0.0,0.999,0.001,0.0
1510,Concentrating,0.016,0.987,0.004,0.008
1511,Concentrating,0.025,0.953,0.036,0.013
1512,Concentrating,0.018,0.909,0.092,0.012
1513,Concentrating,0.033,0.642,0.391,0.024
1514,Concentrating,0.01,0.957,0.042,0.007
1515,Bored,0.361,0.479,0.325,0.218
1516,Concentrating,0.441,0.561,0.204,0.204
1517,Concentrating,0.095,0.477,0.518,0.09
1518,Confused,0.157,0.067,0.968,0.097
1519,Concentrating,0.016,0.98,0.011,0.008
1520,Concentrating,0.01,0.991,0.004,0.004
1521,Concentrating,0.149,0.725,0.221,0.064
1522,Concentrating,0.2,0.794,0.083,0.122
1523,Concentrating,0.008,0.994,0.002,0.004
1524,Bored,0.171,0.099,0.926,0.095
1525,Concentrating,0.165,0.214,0.793,0.097
1526,Concentrating,0.003,0.988,0.012,0.002
1527,Concentrating,0.027,0.907,0.086,0.019
1528,Concentrating,0.025,0.975,0.008,0.017
1529,Concentrating,0.117,0.88,0.042,0.08
1530,Concentrating,0.013,0.986,0.007,0.007
1531,Concentrating,0.179,0.747,0.171,0.082
1532,Concentrating,0.002,0.995,0.004,0.001
1533,Concentrating,0.01,0.988,0.006,0.006
1534,Concentrating,0.001,0.999,0.0,0.001
1535,Concentrating,0.001,0.999,0.0,0.0
1536,Confused,0.126,0.9,0.024,0.065
1537,Concentrating,0.016,0.963,0.032,0.008
1538,Concentrating,0.087,0.915,0.019,0.071
1539,Concentrating,0.005,0.989,0.008,0.004
1540,Concentrating,0.006,0.992,0.004,0.004
1541,Concentrating,0.048,0.948,0.023,0.029
1542,Concentrating,0.059,0.949,0.017,0.03
1543,Concentrating,0.096,0.854,0.085,0.075
1544,Bored,0.044,0.948,0.026,0.026
1545,Bored,0.024,0.94,0.047,0.021
1546,Bored,0.227,0.103,0.823,0.216
1547,Bored,0.225,0.106,0.837,0.188
1548,Bored,0.206,0.342,0.569,0.187
1549,Bored,0.047,0.467,0.589,0.025
1550,Confused,0.06,0.91,0.054,0.043
1551,Concentrating,0.003,0.993,0.006,0.002
1552,Concentrating,0.021,0.864,0.137,0.022
1553,Concentrating,0.001,0.997,0.003,0.001
1554,Frustrated,0.812,0.196,0.193,0.663
1555,Concentrating,0.006,0.995,0.002,0.003
1556,Concentrating,0.038,0.893,0.096,0.021
1557,Concentrating,0.121,0.796,0.161,0.045
1558,Bored,0.118,0.825,0.133,0.038
1559,Concentrating,0.009,0.97,0.028,0.006
1560,Concentrating,0.082,0.913,0.033,0.056
1561,Confused,0.172,0.417,0.555,0.092
1562,Concentrating,0.118,0.875,0.046,0.082
1563,Concentrating,0.019,0.966,0.024,0.013
1564,Concentrating,0.002,0.988,0.012,0.001
1565,Bored,0.223,0.467,0.413,0.192
1566,Concentrating,0.09,0.826,0.148,0.03
1567,Frustrated,0.143,0.773,0.131,0.122
1568,Concentrating,0.303,0.587,0.247,0.179
1569,Concentrating,0.004,0.99,0.007,0.004
1570,Bored,0.406,0.178,0.496,0.482
1571,Concentrating,0.143,0.628,0.308,0.11
1572,Concentrating,0.02,0.982,0.005,0.011
1573,Concentrating,0.066,0.944,0.009,0.046
1574,Confused,0.151,0.859,0.054,0.077
1575,Concentrating,0.058,0.943,0.021,0.035
1576,Concentrating,0.313,0.697,0.062,0.262
1577,Bored,0.084,0.653,0.341,0.05
1578,Concentrating,0.057,0.922,0.034,0.054
1579,Concentrating,0.019,0.973,0.014,0.017
1580,Concentrating,0.123,0.853,0.083,0.061
1581,Concentrating,0.104,0.849,0.095,0.064
1582,Bored,0.215,0.107,0.816,0.228
1583,Concentrating,0.412,0.383,0.383,0.271
1584,Concentrating,0.055,0.559,0.47,0.039
1585,Concentrating,0.003,0.993,0.006,0.002
1586,Bored,0.2,0.755,0.128,0.122
1587,Confused,0.739,0.238,0.145,0.709
1588,Concentrating,0.023,0.839,0.167,0.021
1589,Concentrating,0.016,0.98,0.01,0.011
1590,Concentrating,0.003,0.993,0.006,0.001
1591,Concentrating,0.47,0.524,0.126,0.38
1592,Concentrating,0.007,0.989,0.008,0.004
1593,Bored,0.193,0.598,0.312,0.127
1594,Concentrating,0.007,0.988,0.008,0.005
1595,Concentrating,0.005,0.986,0.012,0.003
1596,Concentrating,0.067,0.718,0.274,0.047
1597,Concentrating,0.01,0.991,0.003,0.006
1598,Concentrating,0.07,0.729,0.252,0.059
1599,Concentrating,0.14,0.861,0.059,0.074
1600,Concentrating,0.016,0.957,0.038,0.01
1601,Concentrating,0.008,0.973,0.023,0.007
1602,Frustrated,0.315,0.704,0.058,0.254
1603,Concentrating,0.024,0.972,0.014,0.014
1604,Concentrating,0.003,0.998,0.001,0.001
1605,Concentrating,0.077,0.628,0.373,0.05
1606,Concentrating,0.032,0.915,0.074,0.019
1607,Concentrating,0.249,0.718,0.1,0.205
1608,Concentrating,0.073,0.913,0.04,0.052
1609,Concentrating,0.004,0.995,0.002,0.002
1610,Concentrating,0.024,0.921,0.072,0.017
1611,Concentrating,0.313,0.525,0.303,0.198
1612,Concentrating,0.002,0.997,0.002,0.002
1613,Concentrating,0.014,0.983,0.011,0.005
1614,Bored,0.084,0.626,0.373,0.048
1615,Concentrating,0.122,0.884,0.043,0.068
1616,Concentrating,0.028,0.908,0.087,0.016
1617,Bored,0.21,0.302,0.654,0.125
1618,Concentrating,0.013,0.976,0.016,0.01
1619,Concentrating,0.003,0.995,0.004,0.002
1620,Concentrating,0.001,0.996,0.003,0.0
1621,Concentrating,0.013,0.94,0.061,0.007
1622,Concentrating,0.008,0.974,0.023,0.007
1623,Concentrating,0.027,0.67,0.365,0.017
1624,Concentrating,0.009,0.975,0.022,0.006
1625,Concentrating,0.001,0.999,0.001,0.001
1626,Concentrating,0.001,0.998,0.001,0.001
1627,Concentrating,0.004,0.995,0.002,0.003
1628,Concentrating,0.087,0.862,0.105,0.033
1629,Concentrating,0.006,0.991,0.005,0.004
1630,Concentrating,0.028,0.795,0.216,0.02
1631,Concentrating,0.026,0.975,0.009,0.014
1632,Concentrating,0.06,0.896,0.074,0.036
1633,Bored,0.137,0.495,0.492,0.07
1634,Concentrating,0.249,0.768,0.088,0.13
1635,Concentrating,0.038,0.938,0.042,0.025
1636,Concentrating,0.013,0.949,0.049,0.008
1637,Concentrating,0.033,0.934,0.051,0.021
1638,Concentrating,0.154,0.73,0.176,0.123
1639,Concentrating,0.105,0.896,0.04,0.061
1640,Concentrating,0.056,0.915,0.056,0.033
1641,Concentrating,0.012,0.968,0.028,0.008
1642,Concentrating,0.035,0.852,0.147,0.019
1643,Concentrating,0.02,0.954,0.036,0.014
1644,Confused,0.05,0.896,0.084,0.027
1645,Concentrating,0.021,0.973,0.014,0.015
1646,Concentrating,0.003,0.994,0.004,0.002
1647,Concentrating,0.037,0.949,0.027,0.029
1648,Concentrating,0.036,0.891,0.1,0.02
1649,Concentrating,0.364,0.586,0.203,0.212
1650,Concentrating,0.032,0.643,0.39,0.024
1651,Concentrating,0.11,0.764,0.186,0.073
1652,Concentrating,0.027,0.797,0.214,0.021
1653,Concentrating,0.035,0.905,0.082,0.025
1654,Bored,0.156,0.294,0.713,0.08
1655,Concentrating,0.045,0.83,0.163,0.029
1656,Concentrating,0.02,0.914,0.083,0.015
1657,Concentrating,0.009,0.963,0.033,0.01
1658,Concentrating,0.02,0.887,0.118,0.011
1659,Concentrating,0.032,0.898,0.092,0.023
1660,Concentrating,0.217,0.767,0.101,0.132
1661,Concentrating,0.114,0.824,0.136,0.037
1662,Concentrating,0.003,0.996,0.002,0.002
1663,Concentrating,0.024,0.816,0.192,0.022
1664,Concentrating,0.005,0.979,0.021,0.002
1665,Concentrating,0.105,0.833,0.128,0.038
1666,Concentrating,0.002,0.998,0.001,0.001
1667,Concentrating,0.017,0.934,0.063,0.013
1668,Concentrating,0.236,0.346,0.555,0.183
1669,Concentrating,0.008,0.988,0.007,0.005
1670,Concentrating,0.001,0.999,0.001,0.001
1671,Concentrating,0.01,0.99,0.005,0.005
1672,Confused,0.784,0.27,0.211,0.512
1673,Concentrating,0.083,0.877,0.09,0.032
1674,Concentrating,0.022,0.976,0.009,0.015
1675,Concentrating,0.004,0.995,0.003,0.002
1676,Concentrating,0.013,0.986,0.006,0.008
1677,Concentrating,0.007,0.989,0.007,0.004
1678,Concentrating,0.022,0.975,0.011,0.015
1679,Concentrating,0.081,0.926,0.016,0.06
1680,Concentrating,0.009,0.992,0.002,0.006
1681,Concentrating,0.004,0.996,0.001,0.003
1682,Concentrating,0.005,0.994,0.003,0.003
1683,Concentrating,0.147,0.853,0.059,0.084
1684,Bored,0.306,0.467,0.389,0.175
1685,Confused,0.076,0.748,0.233,0.05
1686,Frustrated,0.39,0.282,0.557,0.197
1687,Bored,0.071,0.328,0.723,0.056
1688,Concentrating,0.046,0.961,0.005,0.034
1689,Bored,0.03,0.767,0.245,0.025
1690,Concentrating,0.091,0.902,0.048,0.047
1691,Concentrating,0.031,0.969,0.015,0.012
1692,Concentrating,0.01,0.99,0.005,0.005
1693,Concentrating,0.005,0.994,0.003,0.003
1694,Concentrating,0.008,0.992,0.003,0.004
1695,Concentrating,0.11,0.757,0.189,0.082
1696,Bored,0.034,0.762,0.244,0.033
1697,Concentrating,0.001,0.998,0.001,0.001
1698,Concentrating,0.046,0.767,0.238,0.025
1699,Bored,0.028,0.957,0.028,0.016
1700,Bored,0.145,0.634,0.278,0.145
1701,Concentrating,0.007,0.993,0.003,0.004
1702,Bored,0.084,0.423,0.617,0.041
1703,Frustrated,0.61,0.411,0.201,0.377
1704,Concentrating,0.176,0.814,0.055,0.144
1705,Concentrating,0.006,0.991,0.004,0.005
1706,Concentrating,0.016,0.957,0.038,0.01
1707,Concentrating,0.119,0.875,0.067,0.048
1708,Concentrating,0.019,0.976,0.015,0.008
1709,Concentrating,0.021,0.982,0.006,0.01
1710,Bored,0.508,0.477,0.22,0.294
1711,Concentrating,0.208,0.542,0.36,0.145
1712,Concentrating,0.053,0.948,0.017,0.034
1713,Concentrating,0.3,0.716,0.091,0.188
1714,Concentrating,0.003,0.995,0.004,0.002
1715,Frustrated,0.678,0.228,0.336,0.463
1716,Bored,0.355,0.366,0.358,0.383
1717,Concentrating,0.026,0.835,0.174,0.013
1718,Concentrating,0.029,0.908,0.083,0.021
1719,Concentrating,0.042,0.96,0.007,0.036
1720,Concentrating,0.002,0.992,0.008,0.001
1721,Concentrating,0.002,0.996,0.003,0.001
1722,Concentrating,0.101,0.86,0.073,0.079
1723,Concentrating,0.004,0.99,0.009,0.002
1724,Concentrating,0.01,0.982,0.012,0.009
1725,Bored,0.072,0.462,0.557,0.071
1726,Concentrating,0.019,0.969,0.019,0.016
1727,Concentrating,0.021,0.981,0.006,0.012
1728,Concentrating,0.035,0.964,0.015,0.021
1729,Frustrated,0.289,0.524,0.268,0.274
1730,Concentrating,0.044,0.96,0.014,0.023
1731,Concentrating,0.165,0.724,0.178,0.124
1732,Concentrating,0.083,0.906,0.053,0.037
1733,Concentrating,0.011,0.978,0.016,0.008
1734,Concentrating,0.01,0.982,0.011,0.009
1735,Concentrating,0.086,0.876,0.066,0.071
1736,Concentrating,0.191,0.757,0.134,0.114
